job_id,company,role,location,work_mode,employment_type,experience_years,skills,salary_lpa,date_posted,skills_cleaned
726,Cognizant,Data Scientist,Chennai,Remote,Full-time,5,Airflow|Docker|NumPy|Spark|Pandas|Git|Statistics,20.71,2023-02-09,"['numpy', 'statistics', 'git', 'airflow', 'spark', 'pandas', 'docker']"
727,Swiggy,BI Analyst,Chennai,Remote,Internship,2,Docker|Machine Learning|Airflow|Git|Spark,13.47,2024-01-13,"['machine learning', 'git', 'airflow', 'spark', 'docker']"
728,Paytm,Data Analyst,Bengaluru,Remote,Internship,6,Statistics|Data Warehousing|ETL|Python|Pandas|Azure|Spark,22.94,2023-09-25,"['statistics', 'spark', 'etl', 'data warehousing', 'pandas', 'python', 'azure']"
729,Zoho,BI Analyst,Delhi,Remote,Full-time,2,Statistics|Pandas|Python|SQL|Airflow|Docker,10.19,2024-08-23,"['statistics', 'sql', 'airflow', 'pandas', 'python', 'docker']"
730,Cognizant,Analytics Engineer,Delhi,Hybrid,Internship,3,Pandas|Docker|Excel|Spark|Git|Machine Learning|ETL,13.92,2024-02-26,"['machine learning', 'excel', 'git', 'spark', 'etl', 'pandas', 'docker']"
731,Walmart,Data Analyst,Bengaluru,Onsite,Full-time,1,Spark|Excel|ETL|Data Warehousing|Tableau|Docker|NumPy|Git,8.48,2023-04-10,"['numpy', 'excel', 'git', 'spark', 'etl', 'data warehousing', 'tableau', 'docker']"
732,Amazon,Data Scientist,Delhi,Onsite,Full-time,6,Docker|AWS|Spark|NumPy|Power BI|Airflow|Pandas|Git,22.96,2024-05-29,"['numpy', 'aws', 'git', 'airflow', 'power bi', 'spark', 'pandas', 'docker']"
733,Microsoft,BI Analyst,Remote,Onsite,Contract,3,NumPy|SQL|Spark|Power BI|Airflow,12.95,2024-02-23,"['numpy', 'sql', 'airflow', 'power bi', 'spark']"
734,Flipkart,Data Scientist,Chennai,Onsite,Contract,1,Power BI|AWS|SQL|NumPy|Git,9.09,2023-08-29,"['numpy', 'aws', 'git', 'sql', 'power bi']"
735,Razorpay,BI Analyst,Delhi,Remote,Full-time,1,SQL|Machine Learning|Airflow|Python,12.46,2023-04-10,"['machine learning', 'sql', 'airflow', 'python']"
736,Flipkart,Analytics Engineer,Pune,Hybrid,Contract,0,Data Warehousing|Machine Learning|Git|Statistics|Docker|Pandas|AWS,7.55,2023-12-18,"['machine learning', 'statistics', 'aws', 'git', 'data warehousing', 'pandas', 'docker']"
737,Zoho,Business Analyst,Pune,Remote,Full-time,5,Airflow|SQL|Pandas|Docker|Git|ETL|Python,18.68,2023-05-23,"['git', 'sql', 'airflow', 'etl', 'pandas', 'python', 'docker']"
738,Paytm,Analytics Engineer,Mumbai,Hybrid,Contract,1,Machine Learning|Statistics|Pandas|ETL|AWS|Azure|Spark|Docker,8.56,2024-10-15,"['machine learning', 'statistics', 'aws', 'docker', 'spark', 'etl', 'pandas', 'azure']"
739,Swiggy,Data Analyst,Pune,Hybrid,Contract,5,Azure|Git|Tableau|AWS,16.84,2023-03-25,"['aws', 'git', 'tableau', 'azure']"
740,Walmart,BI Analyst,Delhi,Onsite,Internship,7,Airflow|AWS|ETL|Tableau,21.56,2024-08-08,"['aws', 'tableau', 'etl', 'airflow']"
741,Accenture,Analytics Engineer,Mumbai,Hybrid,Contract,0,ETL|Power BI|Excel|Docker|Azure,5.19,2023-04-29,"['excel', 'docker', 'power bi', 'etl', 'azure']"
742,TCS,Data Scientist,Delhi,Onsite,Full-time,8,Statistics|NumPy|Power BI|Airflow|Azure,27.8,2023-01-30,"['numpy', 'statistics', 'airflow', 'power bi', 'azure']"
743,Deloitte,Senior Data Analyst,Delhi,Onsite,Full-time,6,Statistics|Machine Learning|Azure|Data Warehousing|Git|SQL,22.4,2024-05-18,"['machine learning', 'statistics', 'git', 'sql', 'data warehousing', 'azure']"
744,Zoho,Data Scientist,Delhi,Remote,Contract,5,Power BI|Azure|NumPy|Spark|Docker,22.46,2024-07-29,"['numpy', 'power bi', 'spark', 'azure', 'docker']"
745,Amazon,Business Analyst,Delhi,Remote,Internship,3,Tableau|AWS|SQL|Git|Docker|Pandas,13.73,2023-04-29,"['aws', 'git', 'sql', 'pandas', 'tableau', 'docker']"
746,Zoho,Senior Data Analyst,Hyderabad,Hybrid,Internship,2,Airflow|Python|Excel|ETL|AWS|Machine Learning,11.46,2024-01-09,"['machine learning', 'aws', 'excel', 'airflow', 'etl', 'python']"
747,Walmart,Business Analyst,Remote,Hybrid,Contract,8,Statistics|Tableau|NumPy|Python|Machine Learning|Data Warehousing|Pandas|Power BI,26.16,2024-11-27,"['machine learning', 'numpy', 'statistics', 'pandas', 'power bi', 'data warehousing', 'tableau', 'python']"
748,Walmart,Business Analyst,Bengaluru,Hybrid,Internship,4,SQL|Azure|Excel|Machine Learning|Spark,19.62,2024-05-04,"['machine learning', 'excel', 'sql', 'spark', 'azure']"
749,Razorpay,Business Analyst,Hyderabad,Remote,Full-time,7,Airflow|SQL|Data Warehousing|Pandas|Power BI|Spark,22.18,2023-02-23,"['sql', 'airflow', 'power bi', 'spark', 'data warehousing', 'pandas']"
750,Flipkart,BI Analyst,Delhi,Hybrid,Full-time,6,Pandas|Python|Machine Learning|NumPy|Data Warehousing|Docker,22.77,2024-02-05,"['machine learning', 'numpy', 'data warehousing', 'pandas', 'python', 'docker']"
751,Walmart,Analytics Engineer,Remote,Onsite,Contract,4,NumPy|Airflow|SQL|Power BI|Pandas|AWS,15.3,2023-11-08,"['numpy', 'aws', 'sql', 'airflow', 'power bi', 'pandas']"
752,Amazon,Data Scientist,Remote,Remote,Contract,2,Excel|Git|Spark|Statistics|Data Warehousing|Power BI|Tableau|Azure,15.21,2023-01-10,"['statistics', 'excel', 'git', 'power bi', 'spark', 'data warehousing', 'tableau', 'azure']"
753,Flipkart,Data Scientist,Bengaluru,Onsite,Full-time,1,Airflow|Docker|Azure|ETL|Power BI,13.92,2023-07-03,"['docker', 'airflow', 'power bi', 'etl', 'azure']"
754,Amazon,Data Analyst,Bengaluru,Onsite,Internship,8,Docker|Excel|Azure|Spark|NumPy|Tableau,25.69,2023-11-06,"['numpy', 'excel', 'docker', 'spark', 'tableau', 'azure']"
755,Freshworks,Analytics Engineer,Delhi,Remote,Full-time,2,Power BI|Git|Docker|ETL|Azure|NumPy|Excel,10.1,2023-05-03,"['numpy', 'excel', 'git', 'docker', 'power bi', 'etl', 'azure']"
756,Swiggy,Data Analyst,Chennai,Remote,Full-time,1,Data Warehousing|Statistics|Python|AWS|Docker|Airflow|ETL,6.78,2024-08-30,"['statistics', 'aws', 'airflow', 'etl', 'data warehousing', 'python', 'docker']"
757,Walmart,BI Analyst,Hyderabad,Hybrid,Internship,7,AWS|Excel|SQL|Pandas|Git|Spark|Machine Learning,25.1,2024-02-08,"['machine learning', 'aws', 'excel', 'git', 'sql', 'spark', 'pandas']"
758,Swiggy,Analytics Engineer,Hyderabad,Remote,Contract,8,Power BI|Tableau|Airflow|Git|ETL|Azure|SQL,24.54,2024-07-22,"['git', 'sql', 'airflow', 'power bi', 'etl', 'tableau', 'azure']"
759,Microsoft,Senior Data Analyst,Bengaluru,Remote,Full-time,1,Excel|NumPy|Azure|Power BI,11.05,2023-02-05,"['numpy', 'power bi', 'azure', 'excel']"
760,Deloitte,Data Analyst,Chennai,Onsite,Internship,8,Spark|Pandas|NumPy|Azure|Python|Tableau,25.21,2023-10-28,"['numpy', 'spark', 'tableau', 'pandas', 'python', 'azure']"
761,Amazon,Analytics Engineer,Mumbai,Remote,Full-time,7,ETL|Azure|Machine Learning|Pandas|AWS,26.56,2024-11-09,"['machine learning', 'aws', 'etl', 'pandas', 'azure']"
762,Deloitte,Business Analyst,Hyderabad,Remote,Contract,0,Excel|AWS|Docker|Git|Tableau,4.65,2024-01-03,"['aws', 'excel', 'git', 'tableau', 'docker']"
763,Freshworks,Business Analyst,Hyderabad,Hybrid,Internship,6,Machine Learning|Data Warehousing|NumPy|Azure,20.75,2023-09-18,"['data warehousing', 'machine learning', 'numpy', 'azure']"
764,Cognizant,BI Analyst,Delhi,Hybrid,Internship,2,NumPy|Power BI|Azure|Spark|Excel|Git|Docker|Tableau,9.47,2024-06-07,"['numpy', 'excel', 'git', 'docker', 'power bi', 'spark', 'tableau', 'azure']"
765,Microsoft,Business Analyst,Hyderabad,Onsite,Internship,6,Azure|Docker|NumPy|Python|AWS,17.87,2023-04-23,"['numpy', 'aws', 'azure', 'python', 'docker']"
766,Accenture,Analytics Engineer,Remote,Hybrid,Contract,6,Azure|Power BI|Pandas|Git,20.11,2023-08-20,"['git', 'pandas', 'azure', 'power bi']"
767,Cognizant,Data Analyst,Delhi,Hybrid,Full-time,1,Statistics|Airflow|SQL|ETL|Git|Power BI|Machine Learning,10.46,2024-05-16,"['machine learning', 'statistics', 'git', 'sql', 'airflow', 'power bi', 'etl']"
768,Razorpay,Analytics Engineer,Hyderabad,Hybrid,Internship,5,AWS|Machine Learning|Data Warehousing|SQL|Python|Power BI|Pandas|NumPy,20.22,2024-06-28,"['machine learning', 'numpy', 'aws', 'sql', 'power bi', 'data warehousing', 'pandas', 'python']"
769,Accenture,Analytics Engineer,Delhi,Onsite,Full-time,6,Excel|Machine Learning|Python|Azure|ETL|Spark|Power BI,21.64,2023-10-01,"['machine learning', 'excel', 'power bi', 'spark', 'etl', 'python', 'azure']"
770,Deloitte,Data Scientist,Remote,Hybrid,Internship,5,Docker|Git|Power BI|Statistics|Pandas,19.86,2024-03-14,"['statistics', 'git', 'power bi', 'pandas', 'docker']"
771,TCS,Data Scientist,Delhi,Onsite,Full-time,3,Power BI|AWS|NumPy|Airflow|Pandas|SQL,16.19,2023-04-06,"['numpy', 'aws', 'sql', 'airflow', 'power bi', 'pandas']"
772,Paytm,Analytics Engineer,Bengaluru,Hybrid,Contract,0,AWS|ETL|Airflow|Docker,6.03,2023-05-20,"['airflow', 'docker', 'etl', 'aws']"
773,Swiggy,BI Analyst,Delhi,Remote,Internship,8,Tableau|Airflow|Python|AWS|Data Warehousing|Spark|Git|NumPy,25.04,2024-11-08,"['numpy', 'aws', 'git', 'airflow', 'spark', 'data warehousing', 'tableau', 'python']"
774,Deloitte,Data Scientist,Chennai,Onsite,Contract,0,Git|Pandas|Azure|Airflow|Machine Learning|Tableau|Power BI|SQL,10.56,2023-02-22,"['machine learning', 'git', 'sql', 'airflow', 'power bi', 'tableau', 'pandas', 'azure']"
775,Walmart,BI Analyst,Remote,Remote,Contract,6,Spark|Tableau|Pandas|Azure|ETL,21.3,2023-05-01,"['pandas', 'spark', 'etl', 'tableau', 'azure']"
776,Microsoft,Senior Data Analyst,Pune,Onsite,Internship,7,Machine Learning|NumPy|Python|Spark|Azure|AWS,25.79,2024-10-20,"['machine learning', 'numpy', 'aws', 'spark', 'python', 'azure']"
777,Infosys,Data Analyst,Chennai,Onsite,Contract,7,ETL|SQL|Pandas|Python|AWS|Statistics|Git|Excel,21.05,2023-07-10,"['statistics', 'aws', 'excel', 'git', 'sql', 'etl', 'pandas', 'python']"
778,Accenture,Senior Data Analyst,Mumbai,Remote,Full-time,0,Docker|ETL|Tableau|SQL,5.23,2024-05-14,"['tableau', 'sql', 'etl', 'docker']"
779,Deloitte,Business Analyst,Pune,Onsite,Contract,4,ETL|Airflow|Pandas|Excel|Git,14.93,2023-04-22,"['excel', 'git', 'airflow', 'etl', 'pandas']"
780,Amazon,Data Scientist,Chennai,Remote,Full-time,7,Excel|Spark|ETL|NumPy|Python,25.83,2023-10-19,"['numpy', 'excel', 'spark', 'etl', 'python']"
781,Zoho,Business Analyst,Chennai,Onsite,Internship,6,Azure|SQL|Power BI|Data Warehousing|Tableau|Statistics|Docker,18.97,2024-05-22,"['statistics', 'sql', 'docker', 'power bi', 'data warehousing', 'tableau', 'azure']"
782,Flipkart,Data Scientist,Hyderabad,Onsite,Full-time,2,Airflow|Data Warehousing|Power BI|SQL|Docker|Python,13.0,2024-12-01,"['sql', 'airflow', 'power bi', 'data warehousing', 'python', 'docker']"
783,Amazon,Data Analyst,Remote,Hybrid,Full-time,5,Python|Docker|Statistics|Excel|ETL|Git|SQL,16.85,2024-06-07,"['statistics', 'excel', 'git', 'sql', 'etl', 'python', 'docker']"
784,Freshworks,Business Analyst,Pune,Onsite,Internship,4,Machine Learning|Statistics|Azure|Docker,17.62,2023-04-16,"['machine learning', 'statistics', 'docker', 'azure']"
785,Zoho,Data Scientist,Bengaluru,Onsite,Full-time,8,Pandas|NumPy|Docker|AWS|Azure|Airflow|Power BI|Tableau,28.62,2023-07-16,"['numpy', 'aws', 'docker', 'airflow', 'power bi', 'tableau', 'pandas', 'azure']"
786,Amazon,BI Analyst,Delhi,Remote,Contract,0,NumPy|Power BI|Docker|Python|Data Warehousing|Airflow|Machine Learning|Excel,7.67,2024-03-12,"['machine learning', 'numpy', 'excel', 'airflow', 'power bi', 'data warehousing', 'python', 'docker']"
787,Amazon,Data Analyst,Delhi,Hybrid,Full-time,8,SQL|AWS|Data Warehousing|Excel|Pandas|Docker|Airflow,23.46,2023-02-18,"['aws', 'excel', 'sql', 'airflow', 'data warehousing', 'pandas', 'docker']"
788,TCS,Data Analyst,Chennai,Remote,Contract,0,Azure|NumPy|Excel|Statistics,5.29,2023-09-16,"['numpy', 'statistics', 'azure', 'excel']"
789,Flipkart,Senior Data Analyst,Remote,Onsite,Internship,5,Tableau|Data Warehousing|Azure|Python|Git|Machine Learning,19.08,2024-01-06,"['machine learning', 'git', 'data warehousing', 'tableau', 'python', 'azure']"
790,Paytm,Analytics Engineer,Bengaluru,Onsite,Full-time,8,Spark|Statistics|Azure|Excel|Tableau|AWS|NumPy|SQL,26.73,2023-05-04,"['statistics', 'numpy', 'aws', 'excel', 'sql', 'spark', 'tableau', 'azure']"
791,Swiggy,Analytics Engineer,Chennai,Hybrid,Internship,3,Git|Tableau|SQL|Machine Learning|AWS,14.42,2023-07-26,"['machine learning', 'aws', 'git', 'sql', 'tableau']"
792,Razorpay,Data Scientist,Delhi,Hybrid,Contract,2,Excel|NumPy|ETL|Machine Learning,17.06,2024-07-27,"['machine learning', 'numpy', 'etl', 'excel']"
793,Razorpay,Senior Data Analyst,Mumbai,Remote,Contract,7,Docker|Power BI|Statistics|NumPy,21.57,2024-09-05,"['numpy', 'statistics', 'docker', 'power bi']"
794,Freshworks,Data Scientist,Remote,Hybrid,Full-time,2,SQL|Data Warehousing|Airflow|Spark|Tableau|Docker,13.55,2024-06-09,"['sql', 'airflow', 'spark', 'data warehousing', 'tableau', 'docker']"
795,Amazon,Business Analyst,Hyderabad,Remote,Internship,7,Airflow|Data Warehousing|NumPy|AWS|Excel|Tableau|Power BI|Python,23.28,2023-01-10,"['numpy', 'aws', 'excel', 'airflow', 'power bi', 'data warehousing', 'tableau', 'python']"
796,Amazon,BI Analyst,Bengaluru,Onsite,Contract,8,Machine Learning|AWS|Docker|Tableau|Excel|Spark|Airflow|Data Warehousing,27.64,2023-09-01,"['machine learning', 'aws', 'excel', 'airflow', 'spark', 'data warehousing', 'tableau', 'docker']"
797,Deloitte,Data Analyst,Hyderabad,Onsite,Contract,2,Excel|Machine Learning|Docker|Airflow|Python|Azure,10.85,2024-10-26,"['machine learning', 'excel', 'airflow', 'azure', 'python', 'docker']"
798,Infosys,Data Scientist,Chennai,Hybrid,Contract,5,Power BI|Machine Learning|Spark|Data Warehousing|NumPy|AWS,23.88,2023-01-11,"['machine learning', 'numpy', 'aws', 'power bi', 'spark', 'data warehousing']"
799,TCS,Business Analyst,Remote,Remote,Internship,4,Machine Learning|Python|Data Warehousing|Azure|Airflow,19.17,2024-01-27,"['machine learning', 'airflow', 'data warehousing', 'python', 'azure']"
800,Razorpay,Senior Data Analyst,Mumbai,Remote,Full-time,8,Git|Statistics|Pandas|Excel|Tableau,26.57,2024-02-09,"['statistics', 'excel', 'git', 'pandas', 'tableau']"
801,Walmart,BI Analyst,Pune,Onsite,Internship,3,Spark|Excel|Git|Statistics|SQL|Docker|Power BI,12.59,2023-07-13,"['statistics', 'excel', 'git', 'sql', 'power bi', 'spark', 'docker']"
802,TCS,BI Analyst,Mumbai,Onsite,Full-time,2,Python|AWS|Power BI|Git|NumPy|Azure,7.93,2024-03-12,"['numpy', 'aws', 'git', 'power bi', 'python', 'azure']"
803,Cognizant,BI Analyst,Remote,Onsite,Full-time,6,Data Warehousing|Excel|Spark|Airflow,17.8,2024-01-29,"['data warehousing', 'spark', 'airflow', 'excel']"
804,Paytm,Data Analyst,Chennai,Onsite,Full-time,0,Excel|Statistics|Airflow|SQL,4.3,2023-01-10,"['statistics', 'sql', 'airflow', 'excel']"
805,Walmart,Analytics Engineer,Mumbai,Hybrid,Contract,5,NumPy|Excel|Statistics|Airflow,15.49,2023-12-06,"['numpy', 'statistics', 'airflow', 'excel']"
806,Deloitte,Business Analyst,Bengaluru,Onsite,Contract,3,Machine Learning|Tableau|Python|Docker,15.89,2024-06-07,"['machine learning', 'tableau', 'python', 'docker']"
807,Microsoft,Business Analyst,Chennai,Remote,Contract,0,Python|Statistics|NumPy|Git|Power BI,4.68,2024-12-01,"['numpy', 'statistics', 'git', 'power bi', 'python']"
808,TCS,Data Scientist,Mumbai,Hybrid,Full-time,1,Pandas|Tableau|ETL|SQL|Excel|Data Warehousing|Docker,10.08,2023-03-28,"['excel', 'sql', 'pandas', 'etl', 'data warehousing', 'tableau', 'docker']"
809,Paytm,Analytics Engineer,Pune,Onsite,Contract,2,Docker|Azure|AWS|Power BI|ETL,9.56,2024-10-01,"['aws', 'docker', 'power bi', 'etl', 'azure']"
810,Razorpay,Senior Data Analyst,Remote,Onsite,Internship,1,ETL|Spark|Git|Excel|Airflow|Data Warehousing,5.01,2023-06-02,"['excel', 'git', 'airflow', 'spark', 'etl', 'data warehousing']"
811,TCS,Business Analyst,Pune,Onsite,Full-time,5,Airflow|Git|Spark|Data Warehousing|Docker,16.73,2023-10-13,"['git', 'airflow', 'spark', 'data warehousing', 'docker']"
812,Swiggy,Data Analyst,Pune,Hybrid,Internship,5,Pandas|Airflow|Data Warehousing|Git|Statistics,17.92,2024-09-08,"['statistics', 'git', 'airflow', 'data warehousing', 'pandas']"
813,Deloitte,Senior Data Analyst,Mumbai,Hybrid,Contract,2,Airflow|Docker|Machine Learning|Statistics|Git,12.11,2023-08-24,"['machine learning', 'statistics', 'git', 'airflow', 'docker']"
814,Accenture,Data Analyst,Mumbai,Hybrid,Contract,6,Statistics|Power BI|Tableau|Pandas|Python|Git|Airflow|Docker,20.26,2023-03-03,"['statistics', 'git', 'airflow', 'pandas', 'power bi', 'tableau', 'python', 'docker']"
815,Walmart,Senior Data Analyst,Hyderabad,Onsite,Full-time,2,Git|Excel|Docker|Data Warehousing|Machine Learning|NumPy,11.17,2023-05-22,"['machine learning', 'numpy', 'excel', 'git', 'data warehousing', 'docker']"
816,Freshworks,Data Scientist,Mumbai,Onsite,Full-time,2,Python|Docker|Pandas|Data Warehousing|Spark|SQL|Azure,14.01,2023-06-11,"['sql', 'spark', 'azure', 'data warehousing', 'pandas', 'python', 'docker']"
817,Accenture,Business Analyst,Remote,Hybrid,Internship,5,Power BI|Statistics|SQL|Python|AWS,17.3,2024-04-26,"['statistics', 'aws', 'sql', 'power bi', 'python']"
818,Microsoft,Business Analyst,Delhi,Onsite,Internship,8,ETL|Docker|Spark|Pandas|Statistics|Azure,22.83,2023-03-03,"['statistics', 'spark', 'azure', 'etl', 'pandas', 'docker']"
819,Cognizant,Data Analyst,Delhi,Hybrid,Contract,2,Pandas|Python|NumPy|Docker|Git|Azure|Statistics|Machine Learning,12.01,2023-08-21,"['machine learning', 'numpy', 'statistics', 'git', 'azure', 'pandas', 'python', 'docker']"
820,Cognizant,Business Analyst,Hyderabad,Hybrid,Full-time,4,Data Warehousing|Airflow|Power BI|Spark,12.67,2024-02-06,"['data warehousing', 'spark', 'airflow', 'power bi']"
821,Razorpay,Data Scientist,Hyderabad,Onsite,Full-time,8,Power BI|Git|Statistics|Pandas|Azure|Airflow|NumPy|Spark,27.61,2024-03-10,"['statistics', 'numpy', 'git', 'airflow', 'power bi', 'spark', 'pandas', 'azure']"
822,Infosys,Senior Data Analyst,Remote,Hybrid,Internship,1,Power BI|Spark|AWS|Airflow,5.72,2023-06-16,"['spark', 'airflow', 'aws', 'power bi']"
823,Amazon,Data Analyst,Delhi,Onsite,Internship,1,Python|AWS|Tableau|Machine Learning|Git,8.81,2024-08-06,"['machine learning', 'aws', 'git', 'tableau', 'python']"
824,Razorpay,Data Analyst,Bengaluru,Hybrid,Internship,7,SQL|Azure|Data Warehousing|Excel,22.85,2024-02-12,"['data warehousing', 'sql', 'azure', 'excel']"
825,TCS,Business Analyst,Delhi,Remote,Full-time,5,Spark|Excel|Data Warehousing|Azure|SQL|Pandas|NumPy,18.01,2023-06-03,"['numpy', 'excel', 'sql', 'spark', 'data warehousing', 'pandas', 'azure']"
826,Swiggy,Analytics Engineer,Delhi,Onsite,Internship,6,SQL|AWS|Power BI|Git|Azure|Statistics|Data Warehousing,18.19,2023-08-09,"['statistics', 'aws', 'git', 'sql', 'power bi', 'data warehousing', 'azure']"
827,Flipkart,Data Scientist,Chennai,Hybrid,Full-time,2,Data Warehousing|Azure|Statistics|Airflow|Power BI,13.37,2024-03-17,"['statistics', 'airflow', 'power bi', 'data warehousing', 'azure']"
828,Razorpay,Data Scientist,Pune,Onsite,Internship,6,NumPy|Power BI|ETL|AWS|Azure,21.54,2023-11-13,"['numpy', 'aws', 'power bi', 'etl', 'azure']"
829,Microsoft,Data Analyst,Hyderabad,Onsite,Full-time,7,Git|Azure|Power BI|Excel,21.73,2023-12-28,"['git', 'excel', 'azure', 'power bi']"
830,Freshworks,Data Analyst,Bengaluru,Remote,Contract,2,Machine Learning|ETL|Excel|Airflow|Statistics|Azure|Power BI,14.12,2023-10-21,"['machine learning', 'statistics', 'excel', 'airflow', 'power bi', 'etl', 'azure']"
831,Paytm,BI Analyst,Pune,Hybrid,Full-time,2,Spark|Azure|Pandas|SQL|ETL|NumPy|Machine Learning,10.63,2024-10-21,"['machine learning', 'numpy', 'sql', 'spark', 'etl', 'pandas', 'azure']"
832,Amazon,Data Scientist,Pune,Onsite,Internship,3,Python|Excel|Docker|SQL|ETL|NumPy|Power BI|AWS,15.16,2024-04-18,"['numpy', 'aws', 'excel', 'sql', 'power bi', 'etl', 'python', 'docker']"
833,Amazon,Data Analyst,Pune,Hybrid,Contract,5,Git|Data Warehousing|SQL|ETL|Power BI|Spark|Docker,16.2,2023-03-08,"['git', 'sql', 'power bi', 'spark', 'etl', 'data warehousing', 'docker']"
834,Freshworks,Senior Data Analyst,Mumbai,Onsite,Contract,7,ETL|Tableau|Excel|Statistics|Python,20.44,2023-08-07,"['statistics', 'excel', 'etl', 'tableau', 'python']"
835,Walmart,Analytics Engineer,Bengaluru,Onsite,Contract,0,Airflow|SQL|Git|Data Warehousing|Pandas|NumPy|Statistics|Tableau,4.57,2024-12-01,"['numpy', 'statistics', 'tableau', 'git', 'sql', 'airflow', 'data warehousing', 'pandas']"
836,Walmart,Senior Data Analyst,Bengaluru,Hybrid,Internship,4,Power BI|Excel|SQL|ETL|NumPy,16.64,2024-03-05,"['numpy', 'excel', 'sql', 'power bi', 'etl']"
837,Accenture,Business Analyst,Remote,Hybrid,Contract,4,SQL|Power BI|Git|NumPy|Pandas,13.1,2024-03-05,"['numpy', 'git', 'sql', 'power bi', 'pandas']"
838,Deloitte,BI Analyst,Pune,Onsite,Full-time,8,Docker|Spark|Git|ETL|AWS,24.85,2024-09-03,"['aws', 'git', 'spark', 'etl', 'docker']"
839,TCS,Data Analyst,Remote,Hybrid,Contract,2,Azure|Python|Power BI|Statistics|Git|Docker,9.88,2024-11-21,"['statistics', 'git', 'docker', 'power bi', 'python', 'azure']"
840,TCS,Senior Data Analyst,Delhi,Remote,Contract,8,Git|Excel|Azure|Statistics,24.11,2023-07-12,"['git', 'statistics', 'azure', 'excel']"
